0,0,50
0.0073,0.1449,50
0.0295,0.4443,50
0.0675,0.7625,50
0.1215,1.0809,50
0.1917,1.4024,50
0.278,1.7261,50
0.3805,2.0516,50
0.4996,2.3802,50
0.6353,2.7138,50
0.7877,3.0504,50
0.9574,3.3915,50
1.1443,3.7393,50
1.3488,4.0917,50
1.5714,4.4504,50
1.8122,4.8168,50
2.0701,5.1572,50
2.3314,5.2274,50
2.5913,5.1998,50
2.8496,5.1634,50
3.106,5.129,50
3.3607,5.0948,50
3.6137,5.0608,50
3.8652,5.0277,50
4.115,4.9962,50
4.3633,4.9649,50
4.6101,4.9368,50
4.8556,4.9101,50
5.1,4.8873,50
5.3433,4.868,50
5.5859,4.8523,50
5.8281,4.8415,50
6.0698,4.8365,50
6.3116,4.8351,50
6.5536,4.8406,50
6.7962,4.8514,50
7.0396,4.8688,50
7.2843,4.8934,50
7.5306,4.926,50
7.779,4.9671,50
8.0299,5.019,50
8.284,5.0813,50
8.5418,5.1564,50
8.804,5.2455,50
9.0715,5.3487,50
9.345,5.4686,50
9.6251,5.6048,50
9.9131,5.7578,50
10.2096,5.9302,50
10.5155,6.118,50
10.8311,6.3118,50
11.1564,6.5054,50
11.4913,6.7,50
11.836,6.8927,50
12.1894,7.0694,50
12.5543,7.2977,50
12.9241,7.3951,50
13.2994,7.5068,50
13.6831,7.6744,50
14.0776,7.8893,50
14.4827,8.1016,50
14.8837,8.0201,50
15.2679,7.6846,50
15.6352,7.3461,50
15.9861,7.0176,50
16.321,6.6991,50
16.6405,6.3903,50
16.9451,6.0902,50
17.235,5.7979,50
17.5106,5.5124,50
17.7722,5.2326,50
18.0201,4.9577,50
18.2545,4.6869,50
18.4755,4.4196,50
18.6832,4.1553,50
18.8779,3.8935,50
19.0595,3.6337,50
19.2284,3.3756,50
19.3843,3.119,50
19.5275,2.8636,50
19.658,2.6092,50
19.7757,2.3557,50
19.8809,2.1029,50
19.9735,1.8507,50
20.0535,1.5989,50
20.1208,1.3477,50
20.1757,1.0968,50
20.218,0.8461,50
20.2478,0.5953,50
20.265,0.345,50
